,popularity,vote_count,original_language,title,vote_average,overview,release_date
7850,12.254,936,en,#realityhigh,6.4,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",2017-07-17
7851,12.254,71,es,Captain Pantoja and the Special Services,7.2,"The Peruvian army captain Pantaleon Pantoja, a very serious and efficient officer, is chosen by his superiors to set up a special service of 'visitors' to satisfy the sexual needs of the soldiers posted on remote jungle outposts.",1999-01-01
7852,12.254,404,en,Our Brand Is Crisis,5.8,"Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",2015-09-11
7853,12.254,191,en,Save the Last Dance 2,5.5,"Sara joins Julliard in New York to fulfill her and her mother's dream of becoming the Prima ballerina of the school. She befriends her roommates, Zoe and Miles, who teach hip-hop classes. She has ballet classes with the rigid and famous Monique Delacroix that she idolizes - Monique requires full commitment, discipline and hard work from her students. When Miles, who is a composer, invites Sara to help him compose the music for the dance choreography Sara's passion for hip-hop is sparked and she also falls in love with Miles. When she is assigned to perform Giselle in an important event, she feels divided between the technique of the ballet and the creative work offered by Miles.",2006-10-10
7854,12.253,10,en,Alien Overlords,4.1,A man learns about alien agendas from a dying agent and feels compelled to warn the world about the impending danger.,2018-11-14
7855,12.252,2192,fr,Mommy,8.3,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",2014-05-22
7856,12.252,131,en,Maya the Bee Movie,6.2,"Freshly hatched bee Maya is a little whirlwind and won't follow the rules of the hive. One of these rules is not to trust the hornets that live beyond the meadow. When the Royal Jelly is stolen, the hornets are suspected and Maya is thought to be their accomplice. No one believes that she is the innocent victim and no one will stand by her except for her good-natured and best friend Willy. After a long and eventful journey to the hornets hive Maya and Willy soon discover the true culprit and the two friends finally bond with the other residents of the opulent meadow.",2014-09-11
7857,12.252,1557,en,Three Kings,6.6,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",1999-04-21
7858,12.251,336,en,The Midnight Man,5.7,"A girl and her friends find a game in the attic that summons a creature known as The Midnight Man, who uses their worst fears against them.",2016-09-30
7859,12.249,484,en,The Divide,5.9,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",2012-01-13
7860,12.248,249,en,Dagon,6.3,"A boating accident off the coast of Spain sends Paul and his girlfriend Barbara to the decrepit fishing village of Imboca. As night falls, people start to disappear and things not quite human start to appear. Paul is pursued by the entire town. Running for his life, he uncovers Imboca's secret..they worship Dagon, a monstrous god of the sea...and Dagon's unholy offspring are on the loose...",2001-10-12
7861,9.869,107,en,Arthur & Merlin: Knights of Camelot,5.4,King Arthur returns home after fighting the Roman Empire. His illegitimate son has corrupted the throne of Camelot and King Arthur must reunite with the wizard Merlin and the Knights of the Round Table to fight to get back his crown.,2020-05-28
7862,12.247,2477,en,The Tree of Life,6.7,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",2011-05-17
7863,12.246,1114,en,The Gold Rush,8.0,"A lone prospector ventures into Alaska looking for gold. He soon gets mixed up with some burly characters, falls in love with the beautiful Georgia, and tries to win her heart with his singular charm.",1925-07-12
7864,12.244,223,en,Gunfight at the O.K. Corral,7.0,Lawman Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.,1957-05-30
7865,12.244,772,en,Lakeview Terrace,5.9,"A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back.",2008-09-19
7866,12.243,36,ja,The Garden of Sinners: Future Gospel,7.2,"Mirai Fukuin (lit. The Future's Gospel) is a side story of Kara no Kyoukai novel series. It is divided into two parts, Möbius ring, and Möbius Link.",2013-09-28
7867,12.242,336,en,3 Ninjas,5.8,"Each year, three brothers Samuel, Jeffrey and Michael Douglas visits their Japanese grandfather, Mori Shintaro whom the boys affectionately refer to as Grandpa, for the summer. Mori is a highly skilled in the fields of Martial arts and Ninjutsu, and for years he has trained the boys in his techniques. After an organized crime ring proves to be too much for the FBI, it's time for the 3 brother NINJAS! To use their martial arts skills, they team up to battle the crime ring and outwit some very persistent kidnappers!",1992-08-07
7868,12.242,618,en,The Reaping,5.7,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.",2007-04-05
7869,12.238,132,zh,Born in China,7.3,"Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda bear and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.",2016-08-12
7870,11.432,43,es,The Lift,6.0,"On their fifth wedding anniversary, Sitio and Ana start arguing inside an elevator that keeps opening in their same floor. Emotionally and physically trapped, the two will have to work together to find a way out.",2021-01-15
7871,12.236,0,en,Cyrano,0.0,"A man ahead of his time, Cyrano de Bergerac dazzles whether with ferocious wordplay at a verbal joust or with brilliant swordplay in a duel. But, convinced that his appearance renders him unworthy of the love of a devoted friend, the luminous Roxanne, Cyrano has yet to declare his feelings for her—and Roxanne has fallen in love, at first sight, with Christian.",2021-12-24
7872,12.236,37,en,Bratz: Rock Angelz,6.1,"The Bratz girls have hit upon the perfect way to express themselves and their stylin' creativity by starting up their own teen magazine. Yasmin, Chloe, Jade, and Sasha are in for some fashion-forward adventure when their first task at the mag is to fly to London to cover a super-hot rock concert. Unfortunately, rival journalists from YOUR THING magazine have gotten the same idea. Mean-spirited editor Burdine Maxwell and her evil interns, twins Kirstee and Kaycee, happen to show up right when the Bratz girls lose their passes to the show. Coincidence? Probably not, but now the girls have to find another way to get in, and they realize the only way they can get access is to become a rock band themselves! It's time to rock out and save the mag, all in a day's work for these hip chicks.",2005-10-04
7873,12.236,148,ja,Detective Conan: The Time Bombed Skyscraper,7.2,"Conan Edogawa is facing a dilemma: Ran Mouri has asked Shinichi Kudou out to the movies and he is unable to provide a convincing excuse not to go. However, when the day of the date arrives, he has more pressing problems to worry about—a great amount of plastic explosives has recently been stolen and the culprit has challenged Shinichi to find and dispose of the bombs he has scattered across the city. Now forced in a race against time, Conan must not only protect the city, but also figure out who the mastermind is and his reason for confronting Shinichi.",1997-04-19
7874,12.233,1,en,Iowa Hawkeyes: 2002 Football Instant Replay,10.0,"Talk about the comeback kids: When the Iowa Hawkeyes started the 2002 season, no one thought they'd see the upper half of their league's rankings, let alone make it all the way to the Orange Bowl. This compilation captures the highlights of their thrilling Cinderella-like march to the top under the watchful eye of Coach Kirk Ferentz, who shepherded his players to a stunning championship berth.",
7875,12.232,655,en,My Left Foot: The Story of Christy Brown,7.6,"In this true story told through flashbacks, Christy Brown is born with crippling cerebral palsy into a poor, working-class Irish family. Able only to control movement in his left foot and to speak in guttural sounds, he is mistakenly believed to have a intellectual disability for the first ten years of his life.",1989-04-07
7876,12.231,212,de,The Collini Case,7.3,A young lawyer stumbles upon a vast conspiracy while investigating a brutal murder case.,2019-04-18
7877,12.23,1189,en,Patriot Games,6.7,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",1992-06-04
7878,12.228,43,en,The Borrowers,5.7,"Family adventure based on Mary Norton's classic children's books about a race of tiny people who live under the floorboards, resourcefully surviving by borrowing bits and pieces from the large residents who dwell above.  After being discovered by 'human beans', borrower Arrietty and her parents are forced to leave their home while attempting to evade the clutches of obsessive scientist Professor Mildeye.",2011-12-25
7879,12.228,480,en,Above the Law,6.2,"Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice—expert and thorough bone-crushing.",1988-04-08
7880,12.226,1753,en,Adventureland,6.4,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",2009-04-03
7881,12.225,431,fr,Mune: Guardian of the Moon,7.3,"When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",2015-02-05
7882,12.225,239,en,Let It Shine,6.9,"The film follows a shy, talented musician who pens romantic hip-hop verses only to stand idly by as they're delivered to the girl of his dreams by a proxy, his best friend. Disney Channel original movie.",2012-06-15
7883,14.625,207,en,David Attenborough: A Life on Our Planet,8.6,"The story of life on our planet by the man who has seen more of the natural world than any other. In more than 90 years, Attenborough has visited every continent on the globe, exploring the wild places of our planet and documenting the living world in all its variety and wonder. Addressing the biggest challenges facing life on our planet, the film offers a powerful message of hope for future generations.",2020-09-28
7884,14.353,254,en,Skin,7.0,"A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves.",2019-07-26
7885,12.221,279,en,Superman vs. The Elite,6.9,The Man of Steel finds himself outshone by a new team of ruthless superheroes who hold his idealism in contempt.,2012-06-12
7886,13.638,76,en,Bulletproof 2,6.8,"Special Agent Jack Carter reluctantly assumes the identity of criminal Archie Moses to take down a powerful South African crime family. But when the real Moses is put in danger, he and Carter must work together to foil the scheme for good.",2020-01-07
7887,12.218,44,en,Oslo,6.8,"The true story of negotiations between implacable enemies — the secret back-channel talks, unlikely friendships and quiet heroics of a small but committed group of Israelis, Palestinians and one Norwegian couple that led to the 1993 Oslo Peace Accords.",2021-05-29
7888,12.218,101,de,The Little Witch,6.9,The little witch is only 127 years old – too young for the annual coven of witches. Although she is not yet old enough to be a real witch she wants to become a really good one. This decision causes trouble inside her magic world.,2018-02-01
7889,12.218,33,pt,"Love, Strange Love",5.9,"Man remembers 48 crucial hours in his life when, as a child, he visited his mother, the favorite woman of an important politician, in a bordello owned by him, right before some important political changes in 1937 Brazil. In those hours, he discovers his own sexuality.",1982-01-11
7890,13.889,41,en,Ben Gen 10,5.8,"When Ben meets a young Generator Rex on the run from a hostile Providence, he must work through a series of misunderstandings, and defeat the dark wizard Hex in order to save the world.",2021-04-10
7891,11.852,141,en,Daughter of the Wolf,5.4,Ex-military specialist Clair Hamilton returns home from her tour in the Middle East due to her father's passing and to claim her inheritance. Her son is then kidnapped and held for ransom by a gang led by a mysterious figure known only as “Father”.,2019-06-14
7892,12.214,245,cn,Infernal Affairs II,7.2,"In this prequel to Mou gaan dou (2002), Chan Wing Yan has just become an undercover cop in the triads while Lau Kin Ming joins the police force. Both the triads and the police find an enemy in a rival crime boss.",2003-10-01
7893,12.634,0,en,Super Mario Bros.,0.0,"A plumber named Mario travels through an underground labyrinth with his brother, Luigi, trying to save a captured princess. Feature film adaptation of the popular video game.",2022-12-21
7894,12.211,822,en,The Dark Crystal,7.2,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",1982-12-17
7895,12.211,769,en,The Day the Earth Stood Still,7.5,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,1951-09-28
7896,12.209,122,da,Queen of Hearts,6.8,"Anne, a brilliant and dedicated advocacy lawyer specialising in society’s most vulnerable, children and young adults, lives what appears to be the picture-perfect life with her doctor-husband, Peter, and their twin daughters. When her estranged teenage stepson, Gustav, moves in with them, Anne’s escalating desire leads her down a dangerous rabbit hole which, once exposed, unleashes a sequence of events destined to destroy her world.",2019-03-27
7897,12.204,138,en,Call Me Claus,5.8,"When Lucy Cullins, a successful but cranky producer at a home shopping network hires an actor named Nick to play Santa Claus on the network, she gets more than she bargained for.",2001-12-03
7898,12.204,494,en,Maximum Overdrive,5.7,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",1986-07-25
7899,12.203,101,en,Night of the Demons 2,6.3,"Angela, the universe's most unpleasant party crasher, returns! Angela's sister, Mouse, is taken by her bullying Catholic school classmates to a party at Angela's favorite haunt, and before long, everybody's being turned into demons and only a butt-kickin' nun, who wields her ruler like a mighty sword of steel, can save the day.",1994-05-31
7900,12.203,101,en,Night of the Demons 2,6.3,"Angela, the universe's most unpleasant party crasher, returns! Angela's sister, Mouse, is taken by her bullying Catholic school classmates to a party at Angela's favorite haunt, and before long, everybody's being turned into demons and only a butt-kickin' nun, who wields her ruler like a mighty sword of steel, can save the day.",1994-05-31
7901,14.564,52,en,The Colony,5.7,"In the not-too-distant future: after a global catastrophe has wiped out nearly all of humanity on Earth, an elite astronaut from Space Colony Kepler must make a decision that will seal the fate of the people on both planets.",2021-08-26
7902,12.2,82,en,Lowriders,6.7,"A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",2017-04-28
7903,12.2,498,en,Blues Brothers 2000,5.4,"Finally released from prison, Elwood Blues is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops.",1998-02-05
7904,10.939,1,en,ARCANE,2.0,A Psychedelic journey into the surreal space of a man's ambiguity between fantasy and reality.,2021-04-19
7905,12.198,157,en,My Life,6.7,"It seems that Bob Jones has everything a man could want, namely a fulfilling job and a beautiful, pregnant wife, Gail. But Bob's life is turned upside-down when he is diagnosed with cancer and given four months to live -- not even enough time to see his first child's birth. To cleanse himself of demons in his remaining days, Bob makes a video diary, hoping to pass along some wisdom to his future child. Along the way, he discovers a lot about himself.",1993-11-12
7906,12.243,65,en,Zola,6.3,"A waitress agrees to accompany an exotic dancer, her put-upon boyfriend, and her mysterious and domineering roommate on a road trip to Florida to seek their fortune at a high-end strip club.",2021-06-30
7907,12.197,1511,ja,Rashomon,8.2,"Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",1950-08-26
7908,12.196,289,de,The Captain,7.1,"Germany, 1945. Soldier Willi Herold, a deserter of the German army, stumbles into a uniform of Nazi captain abandoned during the last and desperate weeks of the Third Reich. Newly emboldened by the allure of a suit that he has stolen only to stay warm, Willi discovers that many Germans will follow the leader, whoever he is.",2017-09-21
7909,12.196,1942,en,The Ides of March,6.7,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,2011-09-24
7910,12.196,1248,en,Born on the Fourth of July,7.0,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",1989-12-20
7911,12.192,452,es,Live Flesh,7.1,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,1997-10-10
7912,12.189,170,en,The Exorcism of Molly Hartley,5.1,"Taking place years after The Haunting of Molly Hartley, who now, as an adult, has fallen under the possession of an evil spirit and must be exorcised by a fallen priest before the devil completely takes her.",2015-10-09
7913,12.188,162,hi,Raees,6.8,"Set in the early ’80s and ’90s in Gujarat, India, ‘Raees’ is a fictitious story of a crime lord named Raees, who builds an entire empire from scratch, and a police officer who is determined to bring him down.",2017-01-25
7914,12.188,704,en,Inside Job,7.7,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",2010-10-08
7915,12.188,1627,en,Kramer vs. Kramer,7.6,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",1979-12-19
7916,12.188,534,en,Black Sheep,5.8,A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines.,2006-09-10
7917,12.188,3014,en,Finding Neverland,7.3,"During a writing slump, playwright J.M. Barrie meets a widow and her three children—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan'.",2004-10-17
7918,12.187,163,fr,Planetarium,4.6,"In 1930s France, two sisters who are thought to be able to communicate with ghosts meet a visionary producer while performing in Paris.",2016-10-12
7919,12.185,78,en,The Courageous Heart of Irena Sendler,7.1,"Irena Sendler is a Catholic social worker who has sympathized with the Jews since her childhood, when her physician father died of typhus contracted while treating poor Jewish patients. When she initially proposes saving Jewish children from the Warsaw Ghetto, her idea is met with skepticism by fellow workers, her parish priest, and even her own mother Janina.",2009-04-19
7920,12.18,283,en,The King and I,7.3,"Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",1956-06-29
7921,12.18,796,en,The Prince & Me,6.2,"A fairy tale love-story about pre-med student Paige who falls in love with a Danish Prince ""Eddie"" who refused to follow the traditions of his parents and has come to the US to quench his thirst for rebellion. Paige and Edward come from two different worlds, but there is an undeniable attraction between them.",2004-03-28
7922,12.179,305,es,Unknown Origins,6.2,"In Madrid, Spain, a mysterious serial killer ruthlessly murders his victims by recreating the first appearance of several comic book superheroes. Cosme, a veteran police inspector who is about to retire, works on the case along with the tormented inspector David Valentín and his own son Jorge Elías, a nerdy young man who owns a comic book store.",2020-08-28
7923,10.676,9,en,JFK Revisited: Through The Looking Glass,7.4,"Thirty years after his film JFK, filmmaker Oliver Stone takes viewers on a journey though recently declassified evidence in the assassination of President Kennedy - the most consequential American murder mystery of the twentieth century. Joined by Oscar-winning narrators Whoopi Goldberg and Donald Sutherland, as well as a distinguished team of forensics, medical and ballistics experts, historians, and witnesses, Stone presents compelling evidence that in the Kennedy case “conspiracy theory” is now “conspiracy fact.”",2021-11-12
7924,9.337,168,en,Victor Crowley,5.7,"Ten years after the events of the original movie, Victor Crowley is mistakenly resurrected and proceeds to kill once more.",2017-09-12
7925,12.175,29,ru,About Love. Adults Only,6.1,"The second part of the film “About Love”. Moscow, summer 2016. A new lecture, a new lecturer with a new theme: “How to preserve love in the modern world” – and five new stories about love. The heroes still suffer, struggle for love, even more often get into absurd and ridiculous situations, and yet they trust in love even more.",2017-09-01
7926,12.175,16,tr,Three Giant Men,3.7,"Istanbul is being terrorized by a crime wave, and the police call in American superhero Captain America and Mexican wrestler Santo to put a stop to it.",1973-01-01
7927,12.175,814,en,The Nanny Diaries,6.3,"A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.",2007-08-24
7928,12.174,162,en,Cro Minion,7.1,Two minions have to babysit a little Neanderthal baby.,2015-11-04
7929,12.174,664,en,Enemy Mine,6.9,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",1985-12-12
7930,12.172,249,en,The Great Raid,6.6,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",2005-08-12
7931,10.295,3,fr,"Jackie Chan : humour, gloire et kung-fu",6.7,,2021-11-12
7932,12.17,467,en,The Brood,6.7,"A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, while a series of brutal attacks committed by a brood of mutant children coincides with the husband's investigation.",1979-05-25
7933,12.167,319,en,Captivity,4.9,"The sought-after images of top model Jennifer adorn magazine covers and billboards worldwide. When alone at a charity event, she is abducted and incarcerated in a cell with another prisoner. When their captor subjects the two to torture, and commit to escaping the chamber of horrors before they're killed.",2007-03-09
7934,12.166,109,en,Critters Attack!,5.0,"Follows 20-year-old Drea, who reluctantly takes a job babysitting for a professor of a college she hopes to attend. Struggling to entertain the professor's children Trissy and Jake, along with her own little brother Phillip , Drea takes them on a hike, unaware that mysterious alien critters have crash-landed and started devouring every living thing they encounter.",2019-07-13
7935,10.794,90,en,Mosul,7.3,An Iraqi journalist joins an army of uneasy allies and unforgettable characters in the epic battle to liberate the city of Mosul from the Islamic State.,2019-05-14
7936,11.091,536,en,Destroyer,6.0,"When Erin Bell was a young cop, she was given an undercover assignment that ended badly and destroyed her life. Years later, she must face her demons in order to make peace with her past.",2018-12-25
7937,12.164,129,en,Distorted,4.8,A married couple suspect that the 'smart apartments' in their high tech residence are being used by its owner for sinister reasons.,2018-06-22
7938,12.163,1080,en,"You, Me and Dupree",5.6,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",2006-07-13
7939,12.162,78,en,Titanic,6.4,"Unhappily married, Julia Sturges decides to go to America with her two children on the unsinkable Titanic. Her husband, Richard also arranges passage on the luxury liner so as to have custody of their two children. All this fades to insignificance once the ship hits an iceberg.",1953-04-11
7940,12.162,78,en,Titanic,6.4,"Unhappily married, Julia Sturges decides to go to America with her two children on the unsinkable Titanic. Her husband, Richard also arranges passage on the luxury liner so as to have custody of their two children. All this fades to insignificance once the ship hits an iceberg.",1953-04-11
7941,12.162,1086,fr,The Big Blue,7.5,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",1988-05-10
7942,12.16,930,en,Becoming Jane,7.3,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,2007-03-02
7943,12.16,800,en,Doctor Zhivago,7.6,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",1965-12-22
7944,12.159,91,en,The Offering,5.0,"When young and successful reporter Jamie finds out that her sister has died in mysterious circumstances, she travels to Singapore to uncover the truth. There, she discovers multiple deaths linked to her sister's and must join forces with her sister's husband in order to defeat a demonic entity that is using new technology to complete an ancient mission.",2016-05-06
7945,12.159,31,en,Death of a Ghost Hunter,4.3,"Renowned ""ghost hunter"", Carter Simms is paid to conduct a paranormal investigation of a supposedly haunted house. Along with a cameraman, a reporter, and a spiritual advocate, she embarks on a three night journey into terror.",2007-10-28
7946,12.159,1175,en,The Man Who Wasn't There,7.6,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",2001-10-26
7947,12.157,1099,en,Super,6.6,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.",2010-11-26
7948,13.346,348,es,I'm No Longer Here,7.8,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",2019-10-21
7949,12.156,159,en,Magic Camp,7.1,"Andy, at the urging of his former mentor and Magic Camp owner Roy Preston, returns to the camp of his youth hoping to reignite his career. Instead, he finds inspiration in his ragtag bunch of rookie magicians.",2020-08-14
7950,12.155,41,en,Zombie Shark,4.3,"A perfect getaway weekend turns into a nightmare for four friends who find themselves fighting for their lives against an experimental shark. In order to survive they must fight sharks, zombies, and shark zombies.",2015-07-20
7951,12.152,105,en,Super Buddies,6.1,"When the five puppies stumble upon the Five Power Rings of Inspiron (alien artifacts abandoned on Earth 16 years ago), they all develop super powers, and are enlisted in Captain Canine's battle against the evil Darkon alien Commander Drex. Captain Canine is commander of space ship Megasis and is from the planet Inspiron. He is the mortal enemy of the Commander Drex. In charge of protecting Princess Jorala and the Five Power Rings from Drex, Megasis places the rings in hiding on the planet Earth, and takes the form of a German Shepherd, intending to stay on earth in very deep cover. Adopted by aspiring young comic book artist Ian Shaeffer, and renamed Captain Canine, he spends 16 happy years on Earth, as Ian recounts the stories of his space adventures. But when the five Buddies discover the Power Rings and instantly develop superpowers, Captain Canine has to train them very quickly indeed - for Commander Drex is headed back to earth, and this time he's determined to succeed.",2013-08-07
7952,11.521,81,en,Back of the Net,6.9,A new student at a soccer academy is determined to beat her rival's team in the national tournament.,2019-04-11
7953,9.838,134,en,Auntie Edna,7.2,"Taking place during the events of Incredibles 2, Edna Mode babysits Jack-Jack.",2018-10-23
7954,11.118,658,en,Hillbilly Elegy,6.8,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",2020-11-09
7955,12.149,113,en,Return of the Ghostbusters,6.2,"The mile high city is rocked when an ancient Egyptian menace comes to town, and the Denver Ghostbusters must return to save the universe once more.",2007-01-01
7956,12.148,785,en,Assault on Precinct 13,6.1,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",2005-01-19
7957,12.146,171,en,The After Party,6.2,"When an aspiring rapper goes viral for the wrong reasons, he thinks his career is sunk. But a wild party gives him one more chance to make it right.",2018-08-24
7958,12.145,121,cs,Men in Hope,7.5,"Charming bon vivant Rudolf is convinced that infidelity is the basis for a happy marriage, since, after all, a woman does not want to be bored with her partner.",2011-08-25
7959,12.145,273,en,Hatchet II,5.5,"Picking up right where the original ended, Marybeth escapes the clutches of the deformed, swamp-dwelling iconic killer Victor Crowley. After learning the truth about her family’s connection to the hatchet-wielding madman, Marybeth returns to the Louisiana swamps along with an army of hunters to recover the bodies of her family and exact the bloodiest revenge against the bayou butcher.",2010-08-26
7960,12.143,1139,en,At Eternity's Gate,6.9,"Famed but tormented artist Vincent van Gogh spends his final years in Arles, France, painting masterworks of the natural world that surrounds him.",2018-11-15
7961,12.143,588,en,The Hitcher,7.0,"On a stormy night, young Jim, who transports a luxury car from Chicago to California to deliver it to its owner, feeling tired and sleepy, picks up a mysterious hitchhiker, who has appeared out of nowhere, thinking that a good conversation will help him not to fall asleep. He will have enough time to deeply regret such an unmeditated decision.",1986-01-17
7962,12.143,1098,en,Charlie Wilson's War,6.6,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",2007-12-19
7963,12.143,882,en,Bandidas,6.0,"Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.",2006-01-18
